F
76758,00
76605,00
76758,00
76758,00
76758,00
76758,00
76758,00
77063,00
76758,00
76758,00
76758,00
76758,00
76758,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
76758,00
77063,00
76758,00
77063,00
77063,00
77063,00
77063,00
76758,00
77063,00
77216,00
77216,00
77216,00
77063,00
77216,00
77216,00
77063,00
77216,00
77063,00
77063,00
77063,00
77216,00
77063,00
77216,00
77216,00
77216,00
77216,00
77063,00
77216,00
77216,00
77063,00
77063,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77368,00
77216,00
77216,00
77216,00
77368,00
77216,00
77216,00
77368,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77368,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77216,00
77063,00
77216,00
77063,00
77216,00
77063,00
77216,00
77216,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
77063,00
76758,00
77063,00
77063,00
76758,00
77063,00
76758,00
76758,00
76758,00
76605,00
76758,00
76758,00
76758,00
76605,00
76605,00
76605,00
76605,00
76453,00
76453,00
76453,00
76453,00
76453,00
76453,00
76147,00
76147,00
76147,00
76147,00
76147,00
76147,00
75995,00
76147,00
75995,00
75995,00
75842,00
75995,00
75537,00
75842,00
75842,00
75537,00
75537,00
75537,00
75384,00
75537,00
75537,00
75384,00
75384,00
75384,00
75232,00
74927,00
75232,00
75232,00
74927,00
74927,00
74927,00
74774,00
74774,00
74774,00
74774,00
74774,00
74774,00
74621,00
74621,00
74621,00
74621,00
74621,00
74621,00
74316,00
74316,00
74164,00
74164,00
73858,00
74164,00
73858,00
74164,00
73858,00
73858,00
73858,00
73858,00
73706,00
73706,00
73706,00
73553,00
73553,00
73553,00
73553,00
73553,00
73248,00
73248,00
73553,00
73248,00
73248,00
73248,00
73095,00
73095,00
73095,00
72943,00
73095,00
72943,00
72943,00
72943,00
72943,00
72943,00
72943,00
72943,00
72943,00
72638,00
72638,00
72638,00
72485,00
72638,00
72485,00
72485,00
72332,00
72332,00
72485,00
72485,00
72332,00
72332,00
72332,00
72332,00
72027,00
72027,00
72332,00
72027,00
72332,00
72027,00
72027,00
72027,00
71722,00
71875,00
71875,00
71722,00
71722,00
71722,00
71722,00
71875,00
71722,00
71722,00
71722,00
71722,00
71417,00
71264,00
71417,00
71417,00
71264,00
71264,00
71264,00
71264,00
71264,00
71112,00
71112,00
71112,00
71112,00
71112,00
70806,00
71112,00
70806,00
70806,00
70654,00
70654,00
70654,00
70654,00
70654,00
70654,00
70501,00
70501,00
70501,00
70501,00
70196,00
70196,00
70196,00
70043,00
70043,00
70196,00
70043,00
70043,00
70043,00
69586,00
69891,00
69891,00
69586,00
69586,00
69586,00
69586,00
69433,00
69433,00
69128,00
69128,00
69128,00
69128,00
68975,00
68975,00
68975,00
68975,00
68823,00
68517,00
68517,00
68517,00
68517,00
68517,00
68365,00
68212,00
68212,00
67907,00
67907,00
67907,00
67754,00
67754,00
67754,00
67754,00
67297,00
67602,00
67297,00
66991,00
67144,00
67144,00
66991,00
66991,00
66686,00
66686,00
66686,00
66534,00
66534,00
66381,00
66076,00
66076,00
66076,00
65923,00
65771,00
65923,00
65771,00
65465,00
65465,00
65313,00
65313,00
6516,00
6516,00
64855,00
64855,00
64702,00
64702,00
64702,00
6455,00
64245,00
64245,00
64245,00
64092,00
64092,00
63787,00
63634,00
63482,00
63482,00
63176,00
63176,00
63024,00
63024,00
63024,00
62871,00
62566,00
62413,00
62413,00
62413,00
62261,00
61956,00
61803,00
61803,00
61803,00
6165,00
61345,00
61345,00
61345,00
61193,00
6104,00
6104,00
60735,00
60582,00
60582,00
6043,00
6043,00
6043,00
59972,00
59972,00
59819,00
59514,00
59514,00
59514,00
59361,00
59056,00
58904,00
58904,00
58904,00
58751,00
58446,00
58446,00
58293,00
58293,00
58141,00
57835,00
57835,00
57683,00
5753,00
5753,00
5753,00
57225,00
57072,00
57072,00
5692,00
5692,00
56615,00
56462,00
56462,00
56309,00
56309,00
56004,00
55852,00
55699,00
55699,00
55394,00
55394,00
55241,00
55394,00
55089,00
55089,00
54783,00
54631,00
54631,00
54326,00
54326,00
54326,00
54326,00
54173,00
5402,00
53563,00
53563,00
53563,00
5341,00
5341,00
5341,00
53105,00
52952,00
52952,00
52494,00
528,00
52952,00
528,00
52342,00
52342,00
52189,00
52189,00
52189,00
51884,00
51884,00
51731,00
51579,00
51579,00
51579,00
51274,00
51274,00
51121,00
51274,00
50968,00
50968,00
50968,00
50663,00
50663,00
50663,00
50511,00
50358,00
50358,00
50358,00
50358,00
50053,00
50053,00
499,00
49748,00
499,00
49748,00
49748,00
49442,00
49442,00
49442,00
49442,00
4929,00
48985,00
48985,00
48985,00
48832,00
48985,00
48679,00
48679,00
48374,00
48374,00
48222,00
48374,00
48222,00
48222,00
48222,00
48069,00
48069,00
47764,00
48069,00
47764,00
47764,00
47611,00
47459,00
47459,00
47611,00
47153,00
47459,00
47153,00
47153,00
47153,00
47001,00
47001,00
46848,00
46848,00
46543,00
46543,00
46848,00
46543,00
4639,00
4639,00
4639,00
46238,00
46238,00
46238,00
46238,00
45933,00
4578,00
45933,00
4578,00
45627,00
45627,00
45627,00
45322,00
45322,00
45322,00
45322,00
45017,00
4517,00
45017,00
45017,00
45017,00
44712,00
44712,00
44559,00
44559,00
44559,00
44254,00
44254,00
44254,00
44101,00
44101,00
43949,00
43949,00
43644,00
43644,00
43491,00
43644,00
43491,00
43338,00
43491,00
43033,00
43033,00
42881,00
42881,00
42728,00
42881,00
42728,00
4227,00
42728,00
4227,00
42423,00
42118,00
42118,00
41812,00
41812,00
41812,00
4166,00
41507,00
41507,00
41202,00
41202,00
41049,00
41049,00
40897,00
40897,00
40592,00
40592,00
40286,00
40439,00
40286,00
39981,00
39981,00
39829,00
39829,00
39829,00
39371,00
39371,00
39218,00
38913,00
38913,00
3876,00
3876,00
38608,00
38303,00
3815,00
3815,00
3815,00
37997,00
37692,00
37692,00
37387,00
37387,00
37387,00
37082,00
37082,00
36929,00
36777,00
36777,00
36471,00
36319,00
